name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
Universitas Muhammadiyah Kendari,QUMyM0NBQkEtRTdGRC00QzE3LUIxOUQtMTdCODA5NjNDNzUx,Jalan KH Ahmad Dahlan No 10 ,Kec. Wua-Wua,+6282344434583,pddikti@umkendari.ac.id,umkendari.ac.id,193,9548,192,7103,251,7807,220,6603,295,7116,240,6036,303,6869,262,5541
Universitas Muslim Buton,MUY0Mjk5RjItMDk0NC00QzQ5LTgxNDItRkNGNzVBRjc4QzZB,,Kota Baubau,,info@umubuton.ac.id,umubuton.ac.id,53,150,60,150,72,387,56,387,83,662,107,661,117,849,123,586
Universitas Nahdlatul Ulama Sulawesi Tenggara,RjAwNEVGMTktN0VEQy00MUY4LTlBQjgtMUQ3NEU3ODczMEQx,Jl. Mayjen Katamaso No. 2,Kec. Baruga,,unusraofficial@gmail.com, pcmb.unusultra.ac.id,3,1425,20,1434,30,1830,39,1834,72,2240,63,2239,85,2146,61,2035
Universitas Sulawesi Tenggara,NkIyNDUwRkYtNkRGNi00MjYyLTk5OUEtNDk4MzgzRkVEMjk4,Jalan Piere Tendean No 109 A ,Kota Kendari,0401 - 328447, unsulra86@gmail.com, http://un-sultra.ac.id,46,3533,93,3153,116,3333,108,3141,141,3767,138,3597,197,4280,205,3908
Institut Kesehatan dan Teknologi Buton Raya,Q0FCNjMzMjMtRkMwQy00ODFGLThFNDMtOTMyQzhDMzhEMDkw,,Kota Baubau,,iktbutonraya@gmail.com,http://iktbutonraya.ac.id,0,45,0,45,0,61,0,61,9,95,10,71,27,116,28,112
Institut Teknologi dan Kesehatan Avicenna,Q0NCMkVCRjEtQ0M5MS00NTdCLUI4RjMtNzQ0OTExODIwOEEy,Jl Y Wayong By Pass Lepo-lepo ,Kec. Baruga,04013192981,itk.avicenna@gmail.com,www.itk-avicenna.ac.id,51,306,24,258,4,522,40,411,51,482,58,330,59,322,73,455
Sekolah Tinggi Ilmu Kesehatan Avicenna,QkQ0MTY0REMtQzhGRS00RUMzLUE2REMtM0Y0RkQ5QzRBMDE5,Jl Y Wayong By Pass Lepo-lepo ,Kec. Baruga,04013192981,stikavicenna@yahoo.co.id,www.stik-avicenna.ac.id,0,278,0,865,0,819,0,1,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Pertanian Kendari,RjVERDJBRTMtQjAyNy00QUEzLTgyNkUtRDRENDY2QjlCODVC,Jl. Badak No. 5 Kendari - Sulawesi Tenggara,Kota Kendari,085256000660,stiperkendarisultra@gmail.com,www.stperkendari.ac.id,3,581,10,85,2,118,15,410,8,347,12,384,16,484,18,249
Sekolah Tinggi Ilmu Pertanian Wuna Raha,QTg1RDdFMzMtNjNENC00RkVCLThDQjgtNzZDRjEwOTZFNkY4,Jalan Jenderal Sudirman No 65 Lepo-lepo,Kab. Muna,0403-21-798, info@stipwunaraha.ac.id, http://www.stipwuna.ac.id,47,442,38,255,47,444,44,211,50,299,44,215,52,411,46,155
STMIK Catur Sakti Kendari,NkU5QjMwQjgtOUE0Ri00N0Q0LUE1QTAtMzg0RjkyMEZGREQ3,Jalan Abdullah Silondae No 109 ,Kota Kendari,0401 3127275,yapsin_catursakti@yahoo.co.id,www.catursakti.ac.id,50,451,48,444,56,466,45,457,39,488,45,488,49,562,0,497
Politeknik Indotec Kendari,Qjc4NEY0MkMtRjAwRi00Q0Q5LUEzRDAtNzNBMjczRUMwNzM2,JL. SULTAN HASANUDDIN NO . 36 KENDARI BARAT PROV. SULAWESI TENGGARA ,Kota Kendari,0401-3122215,politeknik.indotec.kdi@gmail.com,www.poltekindoteckdi.ac.id,37,260,28,261,34,206,22,207,27,133,27,114,22,126,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0
,,,,,,,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIK Milan Kendari,NDE0NDI2MDUtMDZGQS00QkRBLUExOEYtRUNBRjJGNUYwRjlF,Jalan MT Haryono No 90 Wua-wua,Kota Kendari,0402-27069,milandarma@telkom.net, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIK Yapenas Kendari,RkEzMjYxNUUtQkU1OS00NjRFLTk0MzItMkE0RDAzRTJCNTUz,Jalan R Soeprapto No 14 ,Kota Kendari,0401 - 328856,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Kesenian Makassar,OEJBNTBBNEYtMDIyQy00NTRBLUI0MjYtMkVDNkY3QTQyQjEx,Jl.Bau Mangga III no 4,Kota Makassar,+624112475288,infokampusikm08@gmail.com & Infosuratikm@yahoo.com, ikm.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,55,0,55,0,68,0,68,0,96,0,96,0,11,0,0
Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,MDY0OTRCRDctNjFENi00ODkzLUE5REUtNTAwQzY4MTg5NDk3,Jalan Meranti No 1 ,Kota Makassar,0411-440-679, info@stieamkop.ac.id, stieamkop.ac.id,100,3383,100,3080,140,3643,154,3246,179,3535,177,3130,177,3508,145,1620
,,,,,,,0,1465,0,1466,0,1712,0,1528,0,0,0,0,0,0,0,0
,,,,,,,16,271,15,390,0,12,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,RUJDQ0U4NUMtRjQ5RC00QzRGLTk5MzMtQUQyM0Y2OTBDNjBF,Jalan Borong Raya No 4 ,Kota Makassar,0411-440894,stiki_makassar@ymail.com,www.stiki-mks.ac.id,26,853,32,844,24,777,33,759,28,608,37,616,44,621,45,615
,,,,,,,0,632,0,621,0,771,0,769,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi LPI Makassar,NTRDNTk5RTYtRDNCMC00MURGLUIxRDMtQUU0QzI5OTI5MzMx,Jalan Bung 32 Tamalanrea ,Kota Makassar,0411-8959988,email@stie-lpi.ac.id,stie-lpi.ac.id,8,397,7,373,10,350,9,349,8,371,8,473,9,346,9,193
Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,QjEwRDYyM0ItQjBDNS00QzE2LTlEQkUtRTA5REMzMkZEMTcw,Jl Letjend Mappaoddang No 28 Makassar,Kec. Tamalate,0411-873-797,stiem@stiem-bongaya.ac.id,www.stiem-bongaya.ac.id,133,5351,135,4878,155,5482,148,4642,159,5100,149,4605,155,4696,137,4226
Sekolah Tinggi Ilmu Ekonomi Makassar Maju,RjQ0REUyNEItQzI3NC00NkFDLTlGRjktRjA4RjI2MUM4RjlF,Jl Perintis Kemerdekaan KM. 12 kompleks Perum Griya Alam Permai no.1 Kota Makass,Kota Makassar,(0411) 459271,stiemksmaju@gmail.com,www.stiemm.ac.id,29,465,30,382,31,498,28,463,32,464,29,427,37,537,36,498
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,Q0U4OUZCMDYtQzQ5OS00MzU4LUE5MzYtNEE1M0MyNDQ3NDQ2,Jalan Ujung Pandang No 5 (Ruko Taman Bahari) Makassar,Kota Makassar,0411-3634463,stienusmakassar@gmail.com,www.stienus.ac.id,8,8,13,26,16,65,16,57,28,91,29,83,29,158,28,158
,,,,,,,50,3048,58,3004,76,2881,78,2751,92,2124,82,1835,100,1793,0,0
Sekolah Tinggi Ilmu Ekonomi Yapi Bone,QzMyRDg2MzItQkNFRS00RTRDLUEzMTQtMTVDRTY5OUQ5NTFF,Jalan Andi Muh. Yusuf No.21,Kab. Bone,0481-2913634,stieyapibone@yahoo.co.id, ,24,359,18,382,21,300,19,289,22,424,19,338,26,395,10,284
,,,,,,,0,1586,0,1321,0,1478,0,1254,0,1179,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi YPUP Makassar,OUMzRDg5QjktMDRFOC00QkFFLThDMTEtOUEyMkY0NDY5M0Yw,Jalan Andi Tonro No 17 ,Kota Makassar,0411-854-974,stieypup2018@gmail.com, https://stie.ypup.ac.id,68,2754,68,2383,73,2016,66,1540,64,1573,66,1469,59,1299,63,1177
Sekolah Tinggi Ilmu Farmasi Makassar,NDY2RDcxNTAtMzZCNC00MjdCLUFDRDktNjNCMUY3MkE2MzQ3,Jl Perintis Kemerdekaan KM 13 Daya,Kota Makassar,0411 8037222,admin@stifa.ac.id,www.stifa.ac.id,52,1484,51,1268,54,1339,60,1165,68,1311,75,1188,92,1301,89,499
,,,,,,,0,126,0,149,0,128,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Panrita Husada Bulukumba,REYzNkE0RjYtNkM2Mi00ODAyLUFCQTUtQzdGRjhEOUI3OEM1,Jl. Bakti Adiguna Bulukumba ,Kab. Bulukumba,041384422,stikespanritahusadabulukumba@yahoo.co.id,www.stikespanritahusada.ac.id,38,919,59,896,45,815,60,771,59,807,64,744,73,821,86,766
Sekolah Tinggi Ilmu Kesehatan Tamalatea Makassar,OEU4NzI3NDItMjE4Mi00REU2LUJFOUYtRjAxRDQ3M0JGMTE2,Jl Perintis Kemerdekaan KM 12 ,Kota Makassar,0411-583330,info@stiktamalateamks.ac.id,www.stiktamalateamks.ac.id,7,574,0,559,22,537,22,515,18,580,25,600,25,585,19,73
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Manajemen Publik Makassar,MEIwRkFBREYtODAxQS00QjI3LUE3NkYtOTBCQTVDODM1MjdE,Jalan Maccini Tengah No 50-54 Makassar,Kota Makassar, 0411-449569, stimpublikmakassar@gmail.com, www.stimpublik.ac.id,0,369,7,363,6,275,7,236,7,259,6,155,4,178,4,140
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,974,0,811,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Pertanian Yapi Bone,MkIyRjQ2MDgtNEEzOS00OTA1LTk1QjEtRDUxNTc5MTZBQTQ0,Jalan Yos Sudarso ,Kec. Tanete Riattang,0481-200-3890, stipyapibone@gmail.com,http://stipyapibone.ac.id,25,193,20,200,39,208,29,179,28,171,30,166,39,183,27,182
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Pariwisata Tamalatea Makassar,NDcwQ0EyOUQtQ0RGNi00QzJDLUI3MTItNjQwRjYwQzc5NTMz,Jalan Tanggul Patompo No 9 ,Kec. Makasar,0411-583330,info@stipartamalatea.ac.id, www.stipartamalatea.ac.id,0,5,4,39,17,20,14,18,16,30,13,43,15,41,0,12
Sekolah Tinggi Teologi Blessing Indonesia Makassar,QzBENDE5RTQtMjQ0OS00RjhCLTlFNzctREZDMzM5RjgyNERF,-,Kota Makassar, 0411 3614959, sttbimakassar@gmail.com,http://sttblessing.ac.id/,41,196,39,191,42,184,40,179,44,202,42,167,43,272,39,48
Politeknik Maritim AMI Makassar,NkY4NkU1MjUtNENDMy00MjhDLTgxNkMtNjI2ODg2NTg5OTg4,Jalan Nuri Baru No 1 ,Kec. Mamajang,"0411-836860, 8112876",ami@polimarim.ac.id,http://polimarim.ac.id,8,1937,28,1897,44,2094,51,2108,67,1272,78,1208,99,1339,111,791
,,,,,,,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Bahasa Asing UMI Makassar,MzE1Njk3MkUtNUUyQy00QzNGLTkxQzYtNUFCNzdGQ0I4REU2,Kakatua No 27 ,Kota Makassar,(0411) 455666-455696,umi@umi.ac.id,http://www.umi.ac.id/,6,429,5,359,5,790,5,715,5,144,0,133,5,95,5,63
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Ilmu Gizi YPAG Makassar,NUFDMURFMzMtQTkxMi00NTk4LTk5RDItNTZEQ0Y3OTg0MEZG,Jalan Batua Raya VII No 21 ,Kota Makassar,0411-493-740,amannagappa2021@gmail.com,www.Aigi.intag.ac.id,0,24,0,26,1,33,0,41,8,52,6,44,6,31,6,45
,,,,,,,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Kamanre Palopo,RUFCNEVENjUtNDI1OS00NTMwLUFDNjgtMTlBRTFEQjU3MjI3,Jalang Benteng Raya I No 7 ,Kota Palopo,08124215980, , ,8,47,9,47,1,24,3,24,1,7,1,7,0,0,0,0
,,,,,,,0,52,0,56,0,57,0,57,0,67,0,57,0,61,0,0
,,,,,,,0,51,0,52,0,36,0,65,0,63,0,46,0,56,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Katolik De La Salle,NDRFQjgyQzUtRTI3Ni00QTdGLTk4OTgtMDdDMTkwODI0RjJG,Kairagi I Kombos Manado Sulawesi Utara  ,Kec. Mapanget,0431-877512,info@unikadelasalle.ac.id,www.unikadelasalle.ac.id,176,3273,181,3256,203,3305,190,3274,184,3198,179,3001,188,2890,174,2825
Universitas Nusantara Manado,OUQ2QTFGQkUtMzNBOS00REFDLUJCMUUtN0VDOUE0MEIzMDNB,Jalan Piere Tendean Marina Plaza No A-3334,Kota Manado,0431-8802102, info@nusantara.ac.id,www.nusantara.ac.id,69,242,46,297,42,540,63,552,51,747,44,687,86,739,47,620
Universitas Prisma,QTdDODc0QUMtQTk2Ny00Nzk5LUI4RjItN0Q4OEREODFFQjM4,"Jl. Pomorow No. 113, Lingk. III, Tikala Baru Manado ",Kec. Tikala,0431-858878,management@prisma.ac.id,prisma.ac.id,145,437,135,437,142,716,134,724,123,870,121,867,107,934,115,60
Universitas Teknologi Sulawesi Utara,NjU5M0Q0NEMtMTI2My00REQ1LUE2MzItRDY2MUUzODcwOEU4,Jalan Piere Tendean Komp. Megamas Smart 6 No 12,Kota Manado,082194080221,info@utsu.ac.id, www.utsu.ac.id,98,3284,102,2177,121,1639,110,1643,115,1713,100,1984,128,948,93,935
Universitas Trinita,RTlFREQ2MTItRTlEMy00MDAyLUIzOEEtN0EyMUYwNDBGNkI5,,Kota Manado,,universitas@trinita.ac.id,https://trinita.ac.id/,35,1060,0,1139,37,1404,63,1415,116,1641,67,1647,110,1831,85,454
Universitas Parna Raya,N0JCNUI4QzUtRkJGMi00Q0E5LUE4QjctMUIwNkY3M0I2M0VC,,Kota Manado,0811430214,"info@parnaraya.ac.id, universitasparnaraya@gmail.com",https://parnaraya.ac.id/,0,156,0,156,0,201,0,202,45,219,69,203,88,260,75,243
Universitas Pembangunan Indonesia,MEY4RUE1MTYtMTI2RS00QTM1LUI1ODEtNENFNDFGOUQ0MkZB,Jl Wolter Mongisidi VI129 Lingkungan II Bahu,Kota Manado,0431-827-686,unpimanado@yahoo.com | info@unpi.ac.id,www.unpi.ac.id,53,3006,73,3454,64,4920,80,4538,77,4673,75,4091,100,5283,93,814
Universitas Muhammadiyah Manado,Q0JCODYzMjQtQzU5OS00MzE0LUFDQjAtMjRFMzg3RjIxRkY0,,Kota Manado,,unimman@unimman.ac.id,https://unimman.ac.id/,0,531,0,531,0,852,0,852,0,1155,41,1204,92,1492,101,1437
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Klabat,MEZFN0U4QjQtMTM5MS00RDhCLTlDQkQtQUZEN0VBOUZGMjA4,"Jl. Arnold Mononutu, Airmadidi, Minahasa Utara, Manado 95371, Sulawesi Utara, In",Kec. Airmadidi,0431 891035,email@unklab.ac.id; warek1@unklab.ac.id,www.unklab.ac.id,182,4408,176,3906,186,4090,190,3929,199,4217,202,4019,189,4112,180,3646
Universitas Dumoga Kotamobagu,MkRBRjJCQ0ItRTVBRS00M0JELTk3QTAtNzg2MDVGNjRBQjY2,Jalan Ahmad Yani No 184 ,Kota. Kotamobagu,0434-21-831,admin-udk@udk.ac.id, www.udk.ac.id,21,2946,21,2933,22,2978,20,2971,23,3026,23,3017,23,2751,26,2412
Institut Teknologi Minaesa,M0IxMzEzOTgtNjE1My00RjQxLUFCNjktQTEyRDVGQkYyOUNC,"Jalan Stadion Selatan Walian Kelurahan Walian Lingkingan X, Kecamatan Tomohon Se",Kota Tomohon,(0431) 354520,minaesa@itmtomohon.ac.id,itmtomohon.ac.id,44,1082,38,1394,43,1143,40,1135,49,1177,40,1297,45,1484,29,1
Institut Agama Islam Kotamobagu,QTJCMzE1MTgtMEQ3NS00RUI4LTlCMjktMDYzREJEMTkzRkE0,"Jl. Jhoni Suhodo No. 4, Kelurahan Kotobangon, Kecamatan Kotamobagu Timur, Kota Kotamobagu, Provinsi Sulawesi Utara",Kec. Kotamobagu Timur,+62812-4577-4675,admin@iaik.ac.id,www.iaik.ac.id,0,231,0,231,0,248,0,248,15,280,13,280,79,319,0,0
Institut Kesehatan dan Teknologi Graha Medika,QzdCNDg4MDUtQjczQS00REY5LUExM0QtODdBRjVFQkQyMzkz,,Kota. Kotamobagu,,,,0,679,0,710,0,767,27,767,31,874,33,874,43,1226,41,955
Sekolah Tinggi Ilmu Kesejahteraan Sosial Manado,MzZCQ0FFNjctQjg0Ni00MTk4LUIwQjItQjM0NEZDRDI0Qzc4,Jl Wolter Mongisidi VI No 129 Bahu,Kota Manado,0818141641,info@stiksmanado.ac.id,http://stiksmanado.ac.id/,9,100,9,100,10,174,8,174,7,170,10,135,7,154,9,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Pariwisata Manado,RDg4QzZCNzAtNUU1RC00NjU5LTlCNkQtOTNDMzFENUEwRjJG,Jl Kampus STP Pinalelepo Sosonopan Paniki bawah Kecamatan Mapanget Manado,Kota Manado,082348437744,stp_manado@yahoo.com,www.stpmanado.ac.id,21,133,18,135,20,91,17,132,20,142,19,121,19,101,18,101
STISIP Merdeka Manado,ODk3MDMwRTItQURBNS00RkJDLTgyRkUtQkU4Mzk5QjQ3REM5,Kelurahan Mahawu Kec Tuminting ,Kota Manado,0431-860-122,stisip.merdeka.manado.ban.2018@gmail.com, http://www.stisip-merdeka.ac.id,6,720,5,487,7,548,5,657,5,586,6,552,9,580,8,576
,,,,,,,14,631,14,623,14,521,14,524,16,320,17,320,0,117,0,0
STKIP PGRI Manado,QjlGNTYwRjItRDJBMC00MDU0LUJCRDgtMTkzOTY3NTFGRDVF,Jalan Ahmad Yani No 19 ,Kota Manado,0431-862587,stkip093057@yahoo.com, ,0,58,0,56,0,74,0,110,1,133,3,132,0,0,1,0
,,,,,,,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Metuari Waya Manado,OTdCRUUxNkYtODZBMS00NDZGLUI1NjYtOUVBQ0NENUQ4Q0M3,Jln. Maruasey Malalayang Dua Manado,Kota Manado,0431-832431,direktorat@akper-metuariwaya.co.id,www.akper-metuariwaya.ac.id,8,123,8,121,10,109,9,108,8,103,9,100,9,101,7,96
Akademi Keuangan Perbankan Tahuna,NjlDODg1OTEtQTEyMC00Qzc4LUE2REMtNDdDMjY1NjZEMzEy,Jalan Gereja Komplek Sinode GMIST,Kab. Kep. Sangihe,0432-22-860,akptahuna@ymail.com, www.akptahuna.ac.id,0,141,6,142,3,147,6,145,6,148,5,149,5,145,5,0
Akademi Pariwisata Manado,QUQ0ODg2RDgtN0M2Ni00RDk1LTlDQTUtODVBNkI2REQxQzFD,"Jalan Diki Oroh, Kelurahan Lawangirung, Kec.Wenang Belakang KFC Sarapung Manado",Kota Manado,0431-843326,akpar.manado@gmail.com,www.akpar-manado.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Sekretari Manajemen Indonesia Klabat,MEJDMDE2QTQtRTkzOC00N0RCLUJBMTEtODY2RDhDMjRFMkU2,Universitas Klabat Airmadidi ,Kec. Airmadidi,0431 891035,asmi@unklab.ac.id; warek1@unklab.ac.id,http://www.unklab.ac.id/id/asmik,2,49,3,47,2,49,3,45,3,51,3,49,2,42,1,39
,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Bina Mandiri Gorontalo,MjQzMjk1N0MtQzA0Mi00RUE3LTg1N0YtQjZFRDc5MDEyQjI4,"Jl. Profesor DR. H. Aloei Saboe, Wongkaditi, Kabila, Kabupaten Bone Bolango, Gorontalo ",Kota Gorontalo,0435-834062,ubmgorontalo@ubmg.ac.id,https://ubmg.ac.id,105,1241,91,821,97,1015,88,923,122,1315,105,1153,127,1516,111,1341
Universitas Bina Taruna Gorontalo,QjhCRUYwMjYtREI3OC00MThDLUI0OTEtRjk2NzQ5M0QxNDhD,,Kota Gorontalo,,,https://unbita.ac.id,0,648,0,702,0,823,0,865,97,1035,75,1010,96,1154,68,1111
Universitas Gorontalo,NkM0RjkwMDMtQkVEMy00MzU3LUFFQjEtQTIwRDQxQTI0RkI2,Jl Jenderal Sudirman No 247 ,Kab. Gorontalo,0435881369,universitas_gorontalo@yahoo.com,http://unigo.ac.id/,173,4004,145,3850,181,3883,166,4532,187,5325,168,4289,185,4797,182,4487
Universitas Ichsan Gorontalo,RUQ2M0FCQTktMUUwNy00MDEyLUIyNzgtNENFQThFNDQyNEJB,Jalan Raden Saleh No 17 ,Kota Gorontalo,0435-829-975,info@unisan.ac.id,unisan.ac.id,217,7795,202,7240,216,5514,233,5106,268,5278,250,4860,251,5161,253,4513
Universitas Nahdlatul Ulama Gorontalo,MkM1NUJBMkUtNDRDNS00MzI1LTg4OEUtQzE1RTEzMzM1Rjky,,Kec. Kota Timur,0811436943,unugo09@gmail.com,unugorontalo.ac.id,64,442,55,442,51,1026,58,1056,90,1274,81,1274,79,1563,62,290
Universitas Pohuwato,QTE5NEQwQ0EtN0NCMy00MDUxLTk3QzQtRUU0NTM2Qzk4NjMz,,Kab. Pohuwato,,,www.unipo.ac.id,96,419,81,419,100,699,89,700,133,1177,119,1178,151,1486,123,110
Universitas Muhammadiyah Gorontalo,QTg5MDFENEItNUE3Ni00ODg4LTlBNDQtREFBMUQxQ0U0MTYx,Jl Prof Dr Mansoer Pateda Desa Pentadio Timur ,Kec. Telaga Biru,0435 - 881135,info@umgo.ac.id,http://umgo.ac.id,305,5006,288,4849,346,4800,310,4482,383,4676,366,4458,464,5687,391,3325
Politeknik Gorontalo,N0Q5QkRERjktNDM3RS00QTQ0LUE5MTgtQzQzMDMwOUQ0MTk0,"Jl. Sapta Marga, Kecamatan Botupingge, Kabupaten Bone Bolango, Gorontalo",Kab. Bone Bolango,(0435) 826906,info@poligon.ac.id,http://www.poligon.ac.id,37,510,35,463,40,385,41,383,22,353,23,300,29,313,26,41
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Bali Dwipa,MEZDRTUzN0EtODNBQy00QzY0LTk3RUMtMTgzRTA3MkM1MjYw,Jl. Pulau Flores No. 5,Kec. Denpasar Barat,085792463944,info@balidwipa.ac.id,www.balidwipa.ac.id,42,26,26,27,75,69,45,67,67,183,49,162,92,304,81,303
Universitas Bali Internasional,Q0Y4ODc3QUItQTQ0MC00RkYzLTgxNEQtRkFDREFCNEUxNDg4,"Jl. Seroja, Gang Jeruk, Kelurahan Tonja",Kec. Denpasar Utara,03614747770,universitasbaliinternasional@gmail.com,www.unbi.ac.id,0,643,110,807,154,921,127,897,172,976,150,914,233,1043,200,20
Universitas Dhyana Pura,QUY2NEMyREUtNzE1Ny00NEI4LThERTUtMjkwODY4NkZEQTY4," Br. Tegaljaya, Dalung, Kuta Utara, Badung, Bali",Kab. Badung,0361-426450,undhirabali@undhirabali.ac.id,www.undhirabali.ac.id,191,2882,194,2842,234,2901,201,2854,236,2869,207,2792,259,2702,248,2148
Universitas Dwijendra,REY2N0JBMzMtRUM3Mi00QTVBLThFQjQtM0I3ODQwOEFGMTBC,Jalan Kamboja No. 17,Kota Denpasar,0361-224383,universitasdwijendra@yahoo.co.id,www.undwi.ac.id,127,2288,112,2290,124,1840,107,1713,145,1708,119,1672,135,1603,106,1285
Universitas Hindu Indonesia,MTdFNjc1QjAtQjMyNC00QTAyLTkwOEEtMTY2RkQ1MjIzRUE1,"Jalan Sangalangit Tembau, Penatih ",Kota Denpasar,0361-464700,infos1@unhi.ac.id,www.unhi.ac.id,290,6364,258,4188,306,4578,282,4510,315,4193,291,3692,320,3899,267,3754
Universitas Mahasaraswati Denpasar,Rjg4OTI2M0MtQzY0OS00NjNGLTgyODEtODI1Njg1MDJDRDRD,Jalan Kamboja No 11 A Kreneng Denpasar - Bali,Kec. Denpasar Utara,0361-227019,info@unmas.ac.id,https://unmas.ac.id/,448,16200,473,14393,566,15861,532,13672,609,15073,591,13092,627,14505,599,9760
Universitas Mahendradatta,ODUwQjMwMDgtODM4NC00RkNELTg0QjEtMEZFOTgwMjBCMjBF,Jalan Ken Arok No 12 ,Kec. Denpasar Utara,0361 434827,mahendradattauniversitas@gmail.com,mahendradattauniversitas.ac.id,91,2177,82,1870,109,2229,99,2040,120,2551,119,2233,136,1857,130,943
Universitas Ngurah Rai,OTkyOEEzRDgtMkEzQy00QkI5LThFREEtODU0QzZEOTM0RkUy,"JL. PADMA, KAMPUS UNIVERSITAS NGURAH RAI - PENATIH",Kec. Denpasar Timur,0361462617,info@unr.ac.id,www.unr.ac.id,45,4336,47,4451,47,4234,49,4283,96,2941,104,2905,113,2606,110,2596
Universitas Pendidikan Nasional,NUU1NzQ4NTktOEM1RC00Mzc5LTkwNTItMUMxMUVDRTU4OTY2,Jl. Bedugul No. 39 Sidakarya,Kec. Denpasar Selatan,0361-723868,info@undiknas.ac.id,http://www.undiknas.ac.id,344,5452,303,4845,347,6028,323,5362,325,6310,310,6125,293,6819,296,596
Universitas Tabanan,OUE1MkJFMjUtMTQ1Qy00NDEzLUExQjEtNkM3NUMyMzUyRDgw,"Jalan Wagimin No 8 Kediri, Tabanan, Bali.",Kec. Kediri,(0361)9311605,untab_untab@yahoo.co.id,www.universitastabanan.ac.id,73,1663,64,1532,80,1571,84,1517,99,2329,91,1444,97,1435,87,1319
Universitas Teknologi Indonesia,NkFGMzE5REUtN0IyNy00NTYyLUE2QzQtRDg1Q0M0NTVFQzQy,Jalan Badak Agung XII No. 6 Renon Denpasar,Kota Denpasar,081339669980,uti.bali@gmail.com,utidenpasar.ac.id,26,1765,18,1473,21,1400,16,1400,23,1531,0,0,11,463,18,86
Universitas Triatma Mulya,QzkxODEyODMtNzg4MS00MjUwLTlGOUUtN0E2N0RCNkNCMzM5,"Jl. Kubu Gunung, Dalung",Kec. Kuta Utara,+62 361-412971,rektorat@triatmamulya.ac.id,https://triatmamulya.ac.id/,105,1807,81,1794,126,2151,120,2151,182,2282,160,2242,250,1956,223,548
Universitas Warmadewa,MERFQTQ5QjktRENERC00Nzg5LUI3NTktMUNEMzg0Qjc3N0Uy,Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali,Kec. Denpasar Timur,0361223858,info@warmadewa.ac.id,www.warmadewa.ac.id,617,19166,528,15789,619,16627,607,15209,731,15818,708,15130,783,15705,741,15329
